上市公司代码,上市公司简称,门类代码,门类简称,次类代码,次类简称,大类代码,大类简称
600469,风神股份,C,制造业,CE,石油、化学、生物医药,29,橡胶和塑料制品业
600470,六国化工,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600475,华光环能,N,水利、环境和公共设施管理业,,,77,生态保护和环境治理业
600476,湘邮科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600477,杭萧钢构,C,制造业,CF,金属、非金属,33,金属制品业
600478,科力远,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600479,千金药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600480,凌云股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600481,双良节能,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600482,中国动力,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600483,福能股份,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600486,扬农化工,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600487,亨通光电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600488,津药药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600489,中金黄金,B,采矿业,,,09,有色金属矿采选业
600490,鹏欣资源,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600491,龙元建设,E,建筑业,,,48,土木工程建筑业
600493,凤竹纺织,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
600495,晋西车轴,C,制造业,CG,专用、通用及交通运输设备,37,铁路、船舶、航空航天和其他运输设备制造业
600496,精工钢构,C,制造业,CF,金属、非金属,33,金属制品业
600497,驰宏锌锗,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600498,烽火通信,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600499,科达制造,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600500,中化国际,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600501,航天晨光,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600502,安徽建工,E,建筑业,,,48,土木工程建筑业
600503,华丽家族,K,房地产业,,,70,房地产业
600505,西昌电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600506,统一股份,C,制造业,CE,石油、化学、生物医药,25,石油、煤炭及其他燃料加工业
600507,方大特钢,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600508,上海能源,B,采矿业,,,06,煤炭开采和洗选业
600509,天富能源,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600510,黑牡丹,K,房地产业,,,70,房地产业
600511,国药股份,F,批发和零售业,,,51,批发业
600512,腾达建设,E,建筑业,,,48,土木工程建筑业
600513,联环药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600515,海南机场,K,房地产业,,,70,房地产业
600516,方大炭素,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600517,国网英大,J,金融业,,,69,其他金融业
600518,康美药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600519,贵州茅台,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600520,三佳科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600521,华海药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600522,中天科技,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600523,贵航股份,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600525,ST长园,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600526,菲达环保,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600527,江南高纤,C,制造业,CE,石油、化学、生物医药,28,化学纤维制造业
600528,中铁工业,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600529,山东药玻,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600530,交大昂立,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600531,豫光金铅,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600533,栖霞建设,K,房地产业,,,70,房地产业
600535,天士力,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600536,中国软件,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600537,亿晶光电,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600538,国发股份,F,批发和零售业,,,51,批发业
600539,狮头股份,F,批发和零售业,,,52,零售业
600540,新赛股份,A,农、林、牧、渔业,,,01,农业
600543,莫高股份,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600545,卓郎智能,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600546,山煤国际,B,采矿业,,,06,煤炭开采和洗选业
600547,山东黄金,B,采矿业,,,09,有色金属矿采选业
600548,深高速,G,交通运输、仓储和邮政业,,,54,道路运输业
600549,厦门钨业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600550,保变电气,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600551,时代出版,R,文化、体育和娱乐业,,,86,新闻和出版业
600552,凯盛科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600556,天下秀,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
600557,康缘药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600558,大西洋,C,制造业,CF,金属、非金属,33,金属制品业
600559,老白干酒,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600560,金自天正,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600561,江西长运,G,交通运输、仓储和邮政业,,,54,道路运输业
600562,国睿科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600563,法拉电子,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600566,济川药业,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600567,山鹰国际,C,制造业,CD,造纸、印刷、文教,22,造纸和纸制品业
600568,ST中珠,Q,卫生和社会工作,,,84,卫生
600569,安阳钢铁,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600570,恒生电子,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600571,信雅达,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600572,康恩贝,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600573,惠泉啤酒,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600575,淮河能源,G,交通运输、仓储和邮政业,,,55,水上运输业
600576,祥源文旅,N,水利、环境和公共设施管理业,,,78,公共设施管理业
600577,精达股份,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600578,京能电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600579,中化装备,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600580,卧龙电驱,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600581,八一钢铁,C,制造业,CF,金属、非金属,31,黑色金属冶炼和压延加工业
600582,天地科技,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600583,海油工程,B,采矿业,,,11,开采专业及辅助性活动
600584,长电科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600585,海螺水泥,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600586,金晶科技,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600587,新华医疗,C,制造业,CG,专用、通用及交通运输设备,35,专用设备制造业
600588,用友网络,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600589,大位科技,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600590,泰豪科技,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600592,龙溪股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600593,大连圣亚,N,水利、环境和公共设施管理业,,,78,公共设施管理业
600594,益佰制药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600595,中孚实业,C,制造业,CF,金属、非金属,32,有色金属冶炼和压延加工业
600596,新安股份,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600597,光明乳业,C,制造业,CA,食品、饮料、烟草,14,食品制造业
600598,北大荒,A,农、林、牧、渔业,,,01,农业
600599,*ST熊猫,F,批发和零售业,,,51,批发业
600600,青岛啤酒,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600601,方正科技,C,制造业,CH,电气、电子及通讯,39,计算机、通信和其他电子设备制造业
600602,云赛智联,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600603,ST广物,G,交通运输、仓储和邮政业,,,53,铁路运输业
600604,市北高新,K,房地产业,,,70,房地产业
600605,汇通能源,K,房地产业,,,70,房地产业
600606,绿地控股,E,建筑业,,,48,土木工程建筑业
600608,*ST沪科,F,批发和零售业,,,51,批发业
600609,金杯汽车,C,制造业,CG,专用、通用及交通运输设备,36,汽车制造业
600610,中毅达,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600611,大众交通,G,交通运输、仓储和邮政业,,,54,道路运输业
600612,老凤祥,C,制造业,CD,造纸、印刷、文教,24,文教、工美、体育和娱乐用品制造业
600613,神奇制药,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600615,鑫源智造,C,制造业,CF,金属、非金属,33,金属制品业
600616,金枫酒业,C,制造业,CA,食品、饮料、烟草,15,酒、饮料和精制茶制造业
600617,国新能源,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
600618,氯碱化工,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600619,海立股份,C,制造业,CG,专用、通用及交通运输设备,34,通用设备制造业
600620,天宸股份,S,综合,,,91,综合
600621,华鑫股份,J,金融业,,,67,资本市场服务
600622,光大嘉宝,K,房地产业,,,70,房地产业
600623,华谊集团,C,制造业,CE,石油、化学、生物医药,26,化学原料和化学制品制造业
600624,ST复华,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600626,申达股份,C,制造业,CB,纺织、服装、鞋帽,17,纺织业
600628,新世界,F,批发和零售业,,,52,零售业
600629,华建集团,M,科学研究和技术服务业,,,74,专业技术服务业
600630,龙头股份,C,制造业,CB,纺织、服装、鞋帽,18,纺织服装、服饰业
600633,浙数文化,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
600635,大众公用,D,电力、热力、燃气及水生产和供应业,,,45,燃气生产和供应业
600636,*ST国化,I,信息传输、软件和信息技术服务业,,,65,软件和信息技术服务业
600637,东方明珠,I,信息传输、软件和信息技术服务业,,,63,电信、广播电视和卫星传输服务
600638,新黄浦,K,房地产业,,,70,房地产业
600639,浦东金桥,K,房地产业,,,70,房地产业
600640,国脉文化,I,信息传输、软件和信息技术服务业,,,64,互联网和相关服务
600641,万业企业,K,房地产业,,,70,房地产业
600642,申能股份,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600643,爱建集团,J,金融业,,,69,其他金融业
600644,乐山电力,D,电力、热力、燃气及水生产和供应业,,,44,电力、热力生产和供应业
600645,中源协和,C,制造业,CE,石油、化学、生物医药,27,医药制造业
600648,外高桥,F,批发和零售业,,,51,批发业
600649,城投控股,K,房地产业,,,70,房地产业
600650,锦江在线,G,交通运输、仓储和邮政业,,,54,道路运输业
600651,飞乐音响,C,制造业,CH,电气、电子及通讯,38,电气机械和器材制造业
600653,申华控股,F,批发和零售业,,,52,零售业
600654,中安科,L,租赁和商务服务业,,,72,商务服务业
600655,豫园股份,F,批发和零售业,,,52,零售业
600657,信达地产,K,房地产业,,,70,房地产业
600658,电子城,K,房地产业,,,70,房地产业
600660,福耀玻璃,C,制造业,CF,金属、非金属,30,非金属矿物制品业
600661,昂立教育,P,教育,,,83,教育
600662,外服控股,L,租赁和商务服务业,,,72,商务服务业
